stage,central_nervous_system,endoderm,intermediate_mesoderm,lateral_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
12hpf,0,34.1,0,0,0,12.5,0,34.2
14hpf,0,0,2.66,0,0,0,0,60.24
16hpf,0,18.49,0,131.43,0,0,3.52,29.02
19hpf,0,0,0,40.09,0,0,0,0
24hpf,0.95,0,0,44.89,0,0,0,0
2dpf,2.74,0,0.49,3.29,0,0.48,0.75,0
3dpf,2.5,0,0,2.17,4,0,7.24,0.32
5dpf,0.95,0,0.35,4.45,3.41,0.71,9.88,1.15
10dpf,2.89,2.4,1.43,9.11,2.05,0,1.43,3.4
