stage,central_nervous_system,endoderm,intermediate_mesoderm,lateral_mesoderm,mesenchyme
2dpf,2.25,0,1.98,0.69,1.03
3dpf,0.9,1.35,0,0,1.85
5dpf,0,0,0.93,0,0.36
10dpf,0.76,0,0,0,1.03
