stage,central_nervous_system,endoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,0,0,0.98,0,1.36,0,0
3dpf,1.83,0,0.66,6.7,0,1.1,0
5dpf,0,0.55,0,3.03,0,0.63,0
10dpf,4.48,0,0,0.53,0,0.68,0.67
