stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
24hpf,3.09,0,0,0,0,0,0,0
2dpf,0,1.1,0,0,0,2.15,2.07,0
3dpf,0.67,6.02,0,2.19,0,1.48,0,0
5dpf,0,4.58,0.6,0.74,0.78,0,0.52,10.76
