stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,2.17,0,0,3.01,1.25,1.26
3dpf,4.79,0,0.58,0.29,0,0
5dpf,0.48,0.71,0,2.55,0,0.95
10dpf,1.26,0.82,0,0.84,0,0.7
