stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,1.26,0,0,0,0,0
3dpf,16.82,0,0.32,0,0,0.38
5dpf,0,0.97,0,1.06,0,0
10dpf,1.1,0,0,0,0.41,0
