stage,central_nervous_system,hematopoietic_system,mesenchyme,neural_crest,paraxial_mesoderm,periderm
24hpf,0,0,0,0,0,0.95
2dpf,4.85,0,0.68,0,0.84,0.78
3dpf,0,0,1.25,0,0,0.55
5dpf,2.01,7.55,2.03,0,1.1,11.77
10dpf,1.26,0,0,0.65,1.22,1.28
