stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,11.16,14.72,0,0,19.67,0,0,9.4,9.8,8.43
12hpf,130.2,19.66,0,4.19,56.31,20.56,0,12.2,72.09,73
14hpf,26.24,0,0,2.42,2.28,2.88,0,2.32,17,16.26
16hpf,56.37,5.21,2,8.96,37.18,9.84,1.94,0,36.64,53.28
19hpf,14.98,0,0,0,3.26,0,0,0,3.98,1.54
24hpf,63.37,0,3.06,8.88,22.84,14.4,0,0,4.52,9.14
2dpf,239.73,2.52,19.7,28.9,83.42,167.67,15.62,0.78,47.06,42.58
3dpf,546.37,6.95,5.81,11.34,11.37,117.78,5.82,0,7.13,10.08
5dpf,83.24,8.86,23.25,48.42,17.27,252.42,18.92,5.27,32.06,70.96
10dpf,229.01,12.3,28.23,29.36,9.17,102.57,7.98,0,7.12,10.16
