stage,central_nervous_system,endoderm,hematopoietic_system,lateral_mesoderm,mesenchyme,neural_crest,periderm
2dpf,0,0,0,0,0,0,0.65
3dpf,0,0,0,0,0,0.35,1.3
5dpf,0,0,0,0,0.34,0,18.31
10dpf,1.87,0.45,1.33,0.9,0.56,0,10.06
