stage,central_nervous_system,mesenchyme,notochord,paraxial_mesoderm,periderm
2dpf,0.48,1.36,0,0,0
3dpf,1.34,1.01,0,0.31,0
5dpf,0,0,0.44,0,0
10dpf,1.95,0.38,0,0,0.76
