stage,central_nervous_system,endoderm,hematopoietic_system,mesenchyme,paraxial_mesoderm,periderm
3dpf,0.86,16.87,0,0,0,7.12
5dpf,0,109.69,2,0.76,0,36.8
10dpf,0,68.04,4.52,0.43,0.84,0
