stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
3dpf,1.26,0.75,0.29,2.11,0,0
5dpf,0.3,0,0,3,3.95,2.03
10dpf,1.04,0,0,0,11.11,0.8
