stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
2dpf,8.32,0,2.89,5.07,0.89,0,2.76,3.37
3dpf,9.21,0.47,0.95,6.48,0,0,0.33,0
5dpf,1.67,0,0.55,2.69,0,0.29,0,1.76
10dpf,2.28,0,0,1.74,0,0,1.17,0.68
