stage,central_nervous_system,endoderm,hematopoietic_system,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,3.45,0,0,0,0.5,0.87,0.49
3dpf,0.46,0,0,0,1.16,0.54,0
5dpf,2.63,0.3,0,0.44,4.13,1.9,1.97
10dpf,2.19,0,0.41,0,1.37,0.55,0
