stage,hematopoietic_system,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,0,1.44,0.49,4.08,0
3dpf,0,0,1.59,3.57,0
5dpf,0,0,5.12,6.71,1.42
10dpf,0.9,0,1.94,1.21,2.57
