stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,911.45,52.62,23.67,0,223.15,41.33,0,8.96,304.76,256.92
12hpf,1694.03,42.91,14.82,34.01,361.8,57.16,5.12,56.57,555.96,429.66
14hpf,1331.32,13.18,65.01,95.34,281.51,140.05,34.5,11.27,441.35,241.69
16hpf,1382.26,57.9,88.73,99.47,377.17,179.61,42.63,30.89,575.62,406.55
19hpf,885.66,1.69,8.61,17.59,88.47,46.92,30.66,0,67.4,110.31
24hpf,723,9.14,39.12,25.14,144.57,75.19,42.29,2.72,114.41,57.71
2dpf,665.55,21.15,83.52,59.08,245.09,441.72,73.18,10.99,160.88,141.05
3dpf,958.33,19.41,14.56,27.29,20.53,296.69,18.56,0,25.48,45.31
5dpf,195.92,19.86,70.6,79.77,51.49,463.71,42.33,15.82,85.7,252.42
10dpf,496.13,34.83,42.41,72.67,30.51,318.51,33.26,0,42.59,41.18
