stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,0,0,0,0,0.48,0,0
3dpf,2.25,0,0,0.49,0,0,0
5dpf,1.74,0.35,1.56,0.41,0,0.65,1.12
10dpf,2.06,0.83,0,0,0,0,1.92
