stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,periderm
2dpf,2.86,0,0,0,0,0,0.67,0
3dpf,87.51,0,0.66,0,0.46,6.25,0,0
5dpf,3.55,0,0.89,0.74,1.37,6.28,0.68,0.38
10dpf,61,0.93,0.7,0,0,15.92,0.49,0
