stage,central_nervous_system,mesenchyme,paraxial_mesoderm,periderm
16hpf,0,0,1.72,0
2dpf,0,1.44,4.72,2.58
3dpf,1.25,0.48,0.33,0
5dpf,1.8,0.32,22.64,1.19
10dpf,0.86,0,20.89,0
