stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,2.07,0,0,0,0,0.63
3dpf,29.72,0,0,0.86,0,0
5dpf,2.12,0.3,3,3.5,0.45,3.26
10dpf,40.67,0,0.72,0,0,0
