stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,0,0,0,0,9.44,0,0,0,154.86,0
12hpf,247.17,14.08,0,5.93,27.46,2.08,0,0,325.99,0
14hpf,746.54,8.63,3.13,3.6,88.76,13.24,0,2.38,453,71.83
16hpf,1156.16,69.2,0,0,129.26,13.79,5.28,10.73,691.84,200.3
19hpf,3171.73,55.91,0,7.83,16.24,12.42,0,5.37,261.89,371.64
24hpf,4192.44,15.23,21.35,19.15,141.65,76.32,12.98,5.19,998.91,175.16
2dpf,619.68,64.91,29.47,112.18,272.44,348.09,34.39,1.84,497.83,141.66
3dpf,2405.74,32.39,38.06,22.06,79.51,514.04,57.7,0.36,427.38,72.8
5dpf,310.68,29.95,105.95,37.59,92.82,679.61,75.74,33.31,696.75,367.92
10dpf,2396.04,125.37,208.45,71.46,66.01,589.55,78.04,2.39,697.77,121.86
