stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,3459.23,88.07,90.52,0,593.27,85.58,0,147.75,584.98,1188.7
12hpf,6370.24,243.59,48.85,261.97,2076.57,429.23,23.99,417.67,1196.49,1957.36
14hpf,2516.6,85.25,158.41,228.78,564.74,413.86,60.73,43.77,319.75,1328.14
16hpf,3862.07,295.72,490.55,197.87,1233.44,541.87,222.52,190.16,666.27,2887.52
19hpf,7078.05,69.3,133.4,166.32,790.02,359.47,327.37,34.9,127.05,2809.18
24hpf,4581,109.3,791.09,271.25,1324.15,695.81,1082.76,20.93,547.11,1898.09
2dpf,1597.49,12.93,41.86,221.89,584.44,1613.57,1434.08,15.84,347.74,798.03
3dpf,3097.79,31.26,32.45,425.79,201.72,3543.46,58.84,0,114.38,593.53
5dpf,2661.83,68.45,144.75,356.15,181.44,3872.29,399.44,67.48,276.11,2187.07
10dpf,5966.55,123.66,204.48,588.67,106.37,3654.62,189.38,1.18,244.23,870.72
