stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,116.24,0,0,0,26.68,0,0,171.07,61.88,289.47
12hpf,427.97,36.92,0,44.16,260.41,87.64,3.33,585.98,375.42,704.85
14hpf,585.23,27.6,118.14,136.66,224.77,149.13,24.66,178.37,368.54,1490.58
16hpf,734.92,105.71,212.48,137.72,446.52,158.48,40.06,309.2,444.55,2013.55
19hpf,572.45,7.52,67.19,83.4,191.45,60.72,41.43,114.51,87.93,962.02
24hpf,716.6,16.05,161.23,96.05,325.89,196.89,195.43,48.5,416.78,609.93
2dpf,962.76,45.72,61.13,167.15,469.2,1304.38,145.3,68.99,382.11,509.86
3dpf,1997.77,97.18,25.28,61.03,64.2,855.46,26.15,0.42,61.65,128.71
5dpf,452.12,142.6,137.27,251.8,89.47,1200.66,92.98,70.4,277.59,809.28
10dpf,1912.8,316.99,204.97,287.66,96.42,1418.49,85.63,2.63,253.01,403.4
