stage,central_nervous_system,intermediate_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
12hpf,0,0,0,0,1.77,0
24hpf,0,0,0,0,0.92,0
2dpf,1.31,0,0,0,0,0
3dpf,12.7,1.19,4.73,0.32,0,0.32
5dpf,0,1.47,2.2,0,0,2.1
10dpf,3.91,0.85,1.23,0,0,1.24
