stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,periderm
2dpf,1.38,0,0,10.63,0,0.53,0
3dpf,5.27,5.31,0,26.63,0,2.14,0.34
5dpf,0,8.78,0.66,58.15,0.35,3.91,4.4
10dpf,5.92,34.37,1.07,32.68,0,1.23,0.95
