stage,central_nervous_system,endoderm,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,0,0,0,0,0,0,0.69
3dpf,0,0,0,0,0,0,1.08
5dpf,0,0,0.39,0,1.74,0.32,50.25
10dpf,5.01,3.4,4.75,0.48,7.28,0,125.77
