stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,periderm
2dpf,0,0,0.48,0,6.95,1.49
3dpf,1.17,0.81,0,0,0,0
5dpf,0.29,1.13,0,1.08,0.75,0.76
10dpf,1.16,2.92,0,0.53,0.73,0
