stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,periderm
3dpf,0.37,0,0,0.69,0.5,1.54
5dpf,0,0.29,0.69,0.46,1.51,0.4
10dpf,0,2.83,0,0,0,0
