stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,9.54,0,0,0,0,0,0,0,0,0
12hpf,0,1.93,0,0,4.52,0,0,0,0,0
14hpf,0,2.4,0,0,0,0,0,0,0,58.65
16hpf,18.95,0,0,0,9,0,0,1.79,0,82.25
19hpf,35.92,1.71,0,0,21.44,0,0,13.45,0,76.88
24hpf,13.88,0,0,0,6.21,2.69,2.01,3.22,0,34.66
2dpf,212.51,0,7.53,3.38,114.1,219.74,14.71,11.94,28.86,8.67
3dpf,96.49,0,2.51,4.01,54.4,744.87,6.03,0,13.89,0.64
5dpf,80.73,7.7,4.31,14.31,31.26,685.7,6.58,2.63,22.86,11.17
10dpf,80.88,2.07,1.95,9,14.92,415.98,33.77,0,3.97,3.04
