stage,central_nervous_system,endoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
3dpf,1.05,0,0.35,0.66,0,0.46
5dpf,0,0,0,0.81,0.46,0.54
10dpf,0.58,0.62,0,0.68,1.11,1.41
