stage,central_nervous_system,endoderm,hematopoietic_system,lateral_mesoderm,mesenchyme,periderm
2dpf,1.92,0,34.92,0,0,0.94
3dpf,0.79,0,0,0,0,1.02
5dpf,0,0,0,0,0.94,6.61
10dpf,3.72,1.62,0,2.64,0,12.2
