stage,central_nervous_system,endoderm,intermediate_mesoderm,lateral_mesoderm,mesenchyme,notochord,periderm
16hpf,0,0,0,0,0,0,1.74
2dpf,2.88,1.85,0.9,3.36,12.64,0,0
3dpf,1.35,0,0,0,8.61,0,0.36
5dpf,0.88,0,0,0,7.87,0.33,1.33
10dpf,4.87,0,0,0,2.75,0,0
