stage,central_nervous_system,endoderm,lateral_mesoderm,mesenchyme,neural_crest,periderm
24hpf,0,0,0.88,0,0,0
2dpf,0,0,2.75,3.13,0.51,0
3dpf,16.95,0,0,3.56,0,0
5dpf,2.53,0.42,0,4.22,0.4,0.66
10dpf,13.7,0.61,0.4,7.94,0,0
