stage,central_nervous_system,endoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm
2dpf,0,0,1.36,0.56,0
3dpf,0,0,0,0.47,0
5dpf,0,1.61,0,0.63,0.29
10dpf,2.39,0,0,1.61,2.52
