stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
16hpf,1.76,0,0,0,0,0,0,0
24hpf,0.95,0,0,0,0,0,0,0
2dpf,66.73,4.45,0,2.16,6.98,2.3,1.09,0.66
3dpf,138.35,0,0,1.91,1.21,0,0,0
5dpf,28.47,1.73,1.31,0,9.36,0,0.3,2.42
10dpf,90.02,0.81,1.49,0,0,0,0,0
