stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,periderm
2dpf,0,0,0,0,0,1.65,2.79
5dpf,1.36,0,0.81,1.34,0.99,0,1.71
10dpf,0,0.56,0.87,0.41,0,0,1.24
