stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
2dpf,4.02,0,0,0.6,0.71,0,1.47
3dpf,62.99,0,0,1.21,0,0,0
5dpf,32.77,0.7,1.37,3.57,0.32,0.29,0
10dpf,69.09,0,0,0.65,0,0,0
