stage,central_nervous_system,endoderm,hematopoietic_system,lateral_mesoderm,mesenchyme,periderm
2dpf,1.02,0,0,0,0,0
3dpf,3.49,3.65,0,0.44,0.29,0
5dpf,0.68,0.91,0,0,0.88,1.01
10dpf,0,4.26,0.95,0,0,0.87
