stage,central_nervous_system,endoderm,hematopoietic_system,lateral_mesoderm,mesenchyme,periderm
2dpf,2.93,2.08,0,0.64,1.9,2.23
3dpf,13.53,0,0,0,4.05,0.29
5dpf,0.67,0,0,0,1.63,6.93
10dpf,4.48,0,0.44,0,0,6.14
