stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,16364.24,21.96,23.57,0,213.7,0,0,1168.5,1480.91,9791.17
12hpf,17420.08,70.41,10.53,37.13,560.86,61.12,37.41,1784.61,1521.71,8908.64
14hpf,12929.06,39.97,19.96,296.94,429.51,252.62,175.29,398.7,1160.92,10593.87
16hpf,9516.55,249.71,23.32,305.31,1011.53,302.31,195.71,407.42,2334.73,11580.48
19hpf,12928.4,38.75,14.66,190.13,448.58,117.81,249.54,192.69,693.78,8443.07
24hpf,7674.88,58.79,46.35,94.28,739.66,251.94,512.06,91.91,2272.19,4515.62
2dpf,4410.21,68.56,47.47,280.76,853.61,1289.65,380.83,213.52,944.73,1749.55
3dpf,5550.79,69.03,14.81,71.1,401.88,1270.8,89.23,3.55,310.91,448.16
5dpf,2619.62,134.62,69.27,265.77,326.21,1329.39,401.74,261.4,574.09,1997.47
10dpf,4001.02,133.11,70.26,161.56,280.69,662.77,101.01,7.69,285.21,398.99
