stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,190.57,0,0,0,0,0,0,0,0,0
12hpf,312.82,0,0,0,2.25,32.93,0,0,10.21,3.7
14hpf,567.25,0,3.11,0,0,162.68,0,0,3.3,39.97
16hpf,305.39,0,0,0,0,58.1,0,0,1.89,17.05
19hpf,420.45,0,0,0,0,4.11,0,0,0,5.09
24hpf,968.36,1.51,1.16,3.94,5.43,24.68,2.68,0,35.02,30.93
2dpf,1712.96,0,13.75,17.47,18.67,51.7,7.86,3.27,31.87,37.03
3dpf,839.23,0.43,2.14,0.4,1.9,14.13,0.65,0,0.54,1.66
5dpf,149.56,1.81,1.17,5.44,1.52,20.55,1.68,0,2.18,9.48
10dpf,177.15,1.47,0,0.57,0,8,0,0,0.68,0.55
