stage,central_nervous_system,endoderm,hematopoietic_system,mesenchyme,periderm
2dpf,1.89,0,0,0.97,0.61
3dpf,0.32,0.85,0,0.75,1.9
5dpf,0.33,0,0.94,1.55,0.37
10dpf,0,1.29,2.75,0,3.42
