stage,central_nervous_system,hematopoietic_system,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
24hpf,0,0.89,0,0,0,0,0,0
2dpf,3.84,4.01,1.28,3.64,0,0.76,0,0
3dpf,2.11,0,0,1.33,0,0,0,0
5dpf,0.58,6.1,0,3.12,1.3,0,0.52,10.33
10dpf,6.73,3.7,0,5.17,1.33,0,0,5.35
