stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,3160.02,29.82,91.35,0,542.31,58.61,0,156.86,1259.39,1063.55
12hpf,2107.14,2.35,4.35,2.9,143.61,19.73,5,46.48,688.78,791.78
14hpf,43.33,0,19.79,0,0,0,0,0,0,2.24
16hpf,164.01,7.16,1.74,0,0,0,0,0,0,13.1
19hpf,77.23,0,0,22.69,0,0,0,0,0,2.1
24hpf,56.03,1.06,52.9,4.78,0,9.37,0,0,1.41,8.35
2dpf,11.49,0,43.17,0.89,1.08,7.78,0.67,0,0,1.77
3dpf,67.68,0.76,2.56,0,0.81,5.93,0,0,0.33,1.83
5dpf,153.4,10.22,16.09,1.31,0.65,27.77,1.11,0.73,6.78,10.77
10dpf,65.14,26.47,3.49,0.67,1.45,0.65,0.81,0,1.24,1.15
