stage,central_nervous_system,endoderm,intermediate_mesoderm,lateral_mesoderm,mesenchyme,periderm
2dpf,0,0,0,0.57,0,1.1
3dpf,9.28,0,0.77,0.48,7.02,0.37
5dpf,0.71,0,0,0,1.74,1.01
10dpf,6.51,0.91,2.18,0,2.38,0
