stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,0.84,0,0,0.94,0.74,2.63
3dpf,1.42,0.63,0,2.56,0,1.03
5dpf,0,0,0.7,1.68,0.48,0.54
10dpf,1.77,1.15,1.68,2.77,1.11,0
