stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,20.24,0,0,0,9.56,0,0,0,0,0
12hpf,6.5,0,0,0,0,1.83,0,1.95,3.76,3.82
14hpf,7.12,0,3.06,0,0,0,0,0,2.29,2.51
16hpf,14.84,0,0,1.68,1.79,1.84,0,0,1.66,4.03
19hpf,12.84,1.5,0,0,1.64,0,0,0,0,3.49
24hpf,0.94,1.65,0.9,0,2.38,0,0,0,0,0
2dpf,87.79,7.3,58.15,24.38,50.27,100.32,8.62,1.62,21.83,60.8
3dpf,138.93,3.72,9.49,3.59,7.58,55.28,1.67,0,4.72,10.8
5dpf,30.5,7.55,43.79,14.02,8.23,57.9,2.27,1.4,15.44,25.02
10dpf,140.15,22.28,47.95,6.04,4.62,31.46,8.68,0,4.79,12.26
