stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,0,0,0,0,0,0,0,0,0,98.73
12hpf,4.36,8.44,0,70.48,14.7,0,0,0,0,14.72
14hpf,6.23,0,3.54,33.99,6.32,2.59,0,0,0,90.97
16hpf,17.38,1.71,25.13,30.1,5.82,5.61,0,0,1.74,31.7
19hpf,29.29,0,0,20.41,1.56,0,0,0,0,178.55
24hpf,35.57,3.87,1.92,4.23,5.61,11.17,5.65,0,0.82,20.31
2dpf,171.19,7.35,14.13,42.07,38.6,76.93,17.91,0.5,13.11,88.38
3dpf,561.98,21.11,9.64,26.44,12.85,131.19,5.09,0,6.9,66.32
5dpf,88.33,13.53,28.95,31.28,13.45,167.84,16.27,3.31,13.36,360.42
10dpf,352.4,32.59,24.39,51.94,9.23,159.69,17.86,0.4,16.29,113.88
