stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,0.62,0,0,0.53,0,0
3dpf,0.34,0,0,0,0,11.47
5dpf,0,0,1.07,2.67,6.11,103.24
10dpf,3.43,25.06,0,0,0,125.16
