stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,periderm
19hpf,0,0,0,0,0,0,0,1.63
24hpf,0,0,0,0,0,4.76,0,7.33
2dpf,1.96,0.98,0.89,0.86,1.12,0,0,143.86
3dpf,4.81,1.19,0,0.9,14.66,6.88,0,39.15
5dpf,0.36,1.74,0,0.56,5.04,2.92,0.59,66
10dpf,0.39,8.71,1.39,0,1.61,0.93,0,23.47
