stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme,neural_crest,periderm
2dpf,0.88,0,4.13,1.97,0,0.63
3dpf,0.49,0,0.33,0.37,0,0
5dpf,1.48,1.3,0.29,0.66,0,1.78
10dpf,2.64,0.7,0,0,0.93,1.69
