stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme,periderm
2dpf,0,1.6,0,0.69,0
3dpf,0.41,0.85,0,0,0.46
5dpf,0,0,0,0.92,4.41
10dpf,1.67,5.02,2.06,1.4,20.35
