stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
3dpf,0.72,15.77,0,0.38,0,0,0,0.83
5dpf,1.13,8.45,1.26,5.45,0.41,0.34,2.07,4.04
10dpf,0.96,37.86,0,0,0,0,0,0.52
