stage,central_nervous_system,mesenchyme,neural_crest,periderm
2dpf,3.19,0,0.58,5.57
3dpf,0,1.05,0,1.52
5dpf,1.7,0.77,0,11.05
10dpf,0.59,2,0,1.85
