stage,central_nervous_system,hematopoietic_system,mesenchyme,paraxial_mesoderm,periderm
2dpf,0,0,0,1.52,0
5dpf,0,4.07,0.45,0.57,0
10dpf,0.86,0.93,0,0,0.66
