stage,central_nervous_system,intermediate_mesoderm,mesenchyme,periderm
2dpf,0,0,0,0.58
3dpf,14.06,0,0,0.37
5dpf,0.49,0.49,0.48,6.08
10dpf,22.22,0,0.48,0.85
