stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
2dpf,1.39,0,0,0,0.82,0,0
3dpf,6.07,1.75,0,1.47,0,0,0
5dpf,7.77,0.82,0.3,3.51,0,0.9,0.45
10dpf,12.09,0,0,1.76,0,0,0
