stage,central_nervous_system,hematopoietic_system,lateral_mesoderm,mesenchyme,periderm
2dpf,2.17,0.58,0.85,2.34,0.72
3dpf,2.15,0,0,0,0
5dpf,0.38,0,0,0,0
