stage,central_nervous_system,hematopoietic_system,mesenchyme,paraxial_mesoderm,periderm
2dpf,0.72,0.77,0,0,0.79
3dpf,5.69,0.31,0,0,0
5dpf,2.3,0.3,0.46,0.64,0
10dpf,21.19,0,0,0,0
