stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,periderm
2dpf,0,0,0,0,0,4.04
3dpf,14.37,0,0,0,3.69,2.66
5dpf,0.82,0,0,0,1.33,21.71
10dpf,4.9,1.13,0.92,1.06,3.65,11.44
