stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme
2dpf,0.63,0,1.43,0
3dpf,1.93,0.72,0,0
5dpf,1.67,17.39,0,1.96
10dpf,2.02,114.73,0,0.65
