stage,central_nervous_system,intermediate_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,0,0,0,0.78,0,0
3dpf,0,0,0.57,0,0,0
5dpf,1.16,0.31,0.61,0,0.3,0.37
10dpf,0.48,0,0,0,0.44,1.84
