stage,central_nervous_system,mesenchyme,neural_crest,paraxial_mesoderm
2dpf,1.78,0,0,0.51
3dpf,15.07,0.41,0.5,0
5dpf,1.09,1.85,0.52,0
10dpf,7.82,1.71,0,0
