stage,central_nervous_system,endoderm,hematopoietic_system,mesenchyme,neural_crest,paraxial_mesoderm,periderm
12hpf,0,0,0,0,0,4.21,0
24hpf,6.17,0,0,0,0,0,0
2dpf,2.64,0,0,0,0,0,0
3dpf,65.27,0,0.35,2.93,0.32,0,0
5dpf,7.01,1.04,0,4.1,0.62,1.54,0.58
10dpf,45.11,0.39,0,0.7,0,0,0
